,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Total_Porch
1543,1008,134500,20,RL,66.0,8923,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1008.0,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,2,1,Gd,Typ,0,None,Attchd,Unf,240.0,TA,TA,Y,0,0,None,None,None,0,5,2007,WD ,Normal,18
1544,1564,171000,60,RL,70.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,Gable,CompShg,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,650.0,GasA,TA,Y,SBrkr,0.0,0.0,2,1,3,1,TA,Typ,1,TA,Attchd,Unf,476.0,TA,TA,Y,0,0,None,MnPrv,None,0,4,2010,WD ,Normal,254
1545,816,138000,20,RL,60.0,6600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,Gable,CompShg,HdBoard,None,0.0,TA,Gd,PConc,TA,Gd,No,GLQ,Unf,816.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,2,1,TA,Typ,0,None,Detchd,Fin,816.0,TA,TA,Y,0,0,None,None,None,0,6,2008,WD ,Normal,0
1546,1588,227000,20,RL,85.0,10000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,Stone,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,Unf,1588.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,825.0,TA,TA,Y,144,0,None,None,None,0,12,2007,WD ,Normal,45
1547,1055,148500,120,RL,24.0,2529,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1977,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,1055.0,GasA,Fa,Y,SBrkr,0.0,0.0,2,0,2,1,TA,Typ,0,None,Attchd,Unf,440.0,TA,TA,Y,0,0,None,None,None,0,9,2008,WD ,Normal,38
1548,630,84500,180,RM,21.0,1936,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,Gable,CompShg,CemntBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,GLQ,630.0,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,1,1,TA,Typ,0,None,None,None,0.0,None,None,Y,0,0,None,MnPrv,None,0,12,2007,WD ,Normal,0
1549,1930,149000,70,RM,57.0,6876,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,TA,Fa,No,BLQ,Unf,720.0,GasA,Fa,Y,SBrkr,1.0,0.0,2,0,4,1,TA,Typ,0,None,Attchd,Unf,316.0,TA,TA,Y,0,0,None,MnPrv,None,0,8,2009,WD ,Normal,213
1550,1353,192350,20,RL,80.0,10400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,Gable,CompShg,MetalSd,BrkFace,253.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,1259.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,TA,Typ,1,TA,Attchd,RFn,478.0,TA,TA,Y,240,0,None,None,None,0,8,2007,WD ,Normal,141
1551,1329,172000,20,RL,81.0,14267,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,Hip,CompShg,Wd Sdng,BrkFace,108.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1329.0,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,Gd,Typ,0,None,Attchd,Unf,312.0,TA,TA,Y,393,0,None,None,Gar2,12500,6,2010,WD ,Normal,36
1552,1656,165400,60,RL,60.0,6931,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,746.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,Typ,1,Gd,BuiltIn,Fin,397.0,TA,TA,Y,178,0,None,None,None,0,7,2008,WD ,Normal,128
1553,1674,185000,50,RL,66.0,21780,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,7,1918,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,Unf,1163.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,4,1,TA,Typ,1,Gd,Detchd,Fin,396.0,TA,TA,N,72,0,None,None,None,0,7,2008,WD ,Normal,180
1554,796,131900,85,RL,50.0,7689,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,8,1972,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,BLQ,796.0,GasA,Gd,Y,SBrkr,0.0,1.0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,336.0,TA,TA,Y,138,0,None,MnPrv,None,0,7,2009,WD ,Normal,0
1555,1506,213490,120,RL,43.0,3013,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1362.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,Typ,1,Gd,Attchd,Fin,440.0,TA,TA,Y,142,0,None,None,None,0,4,2006,WD ,Normal,20
1556,2062,277000,60,RL,86.2,14364,Pave,None,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,Gable,CompShg,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1157.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,TA,Typ,1,Gd,Attchd,Fin,454.0,TA,TA,Y,60,0,None,None,None,0,4,2007,WD ,Normal,209
1557,1658,257500,20,RL,78.0,10206,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,Gable,CompShg,VinylSd,BrkFace,294.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1614.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,Typ,1,Gd,Attchd,Fin,726.0,TA,TA,Y,144,0,None,None,None,0,9,2009,WD ,Normal,44
1558,864,62383,20,RL,60.0,8281,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,864.0,GasA,Gd,Y,SBrkr,0.0,0.0,1,0,3,1,TA,Typ,1,Po,Detchd,Unf,360.0,TA,TA,Y,0,0,None,GdWo,None,0,12,2009,WD ,Normal,236
1559,2097,274300,60,RL,75.0,9750,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,1998,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,1108.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,Typ,1,TA,Detchd,RFn,583.0,TA,TA,Y,253,0,None,None,None,0,6,2006,WD ,Normal,170
1560,1159,158000,20,RL,82.5,11553,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,Hip,CompShg,Plywood,BrkFace,188.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1051.0,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,TA,Typ,1,Fa,Attchd,Unf,336.0,TA,TA,Y,466,0,None,None,None,0,7,2006,WD ,Normal,0
1561,882,106500,20,RL,68.7,8339,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,Gable,CompShg,MetalSd,None,0.0,TA,TA,Slab,None,None,None,None,None,0.0,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,RFn,294.0,TA,TA,Y,0,0,None,MnPrv,Shed,1200,7,2007,WD ,Normal,0
1562,1530,250000,20,FV,112.0,12606,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2007,Gable,CompShg,VinylSd,Stone,120.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1530.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,984.0,TA,TA,Y,212,0,None,None,None,0,5,2009,WD ,Normal,136
1563,2294,202500,80,RM,120.0,13200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,6,6,1963,Gable,CompShg,HdBoard,BrkFace,234.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,741.0,GasA,Fa,Y,SBrkr,0.0,0.0,3,0,5,1,TA,Typ,1,Gd,Attchd,Unf,658.0,TA,TA,Y,0,0,None,None,None,0,4,2007,WD ,Normal,110
1564,1012,118400,30,RM,59.0,8263,Pave,None,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,Gable,CompShg,BrkFace,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1012.0,GasA,TA,Y,FuseA,0.0,0.0,1,0,2,1,TA,Typ,1,Gd,Detchd,Unf,308.0,TA,TA,Y,0,0,None,MnPrv,None,0,5,2007,WD ,Normal,134
1565,1200,146000,20,RL,71.0,9230,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,Hip,CompShg,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,Unf,864.0,GasA,Gd,Y,SBrkr,1.0,0.0,1,1,1,1,Gd,Typ,0,None,Detchd,Unf,884.0,TA,TA,Y,0,0,None,MnPrv,None,0,10,2006,WD ,Normal,64
1566,1052,127000,20,RL,80.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1963,Gable,CompShg,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,1052.0,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,Fin,311.0,TA,TA,Y,0,0,None,None,None,0,2,2007,COD,Normal,133
1567,1928,219500,60,RL,65.0,8200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,847.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,Gd,Typ,1,Gd,BuiltIn,Fin,434.0,TA,TA,Y,100,0,None,None,None,0,7,2007,WD ,Normal,48
1568,936,78000,50,C (all),60.0,8520,Grvl,None,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,3,5,1916,Gable,CompShg,MetalSd,None,0.0,TA,TA,PConc,Fa,Fa,No,Unf,Unf,216.0,GasA,Fa,N,SBrkr,0.0,0.0,1,0,2,1,TA,Typ,0,None,None,None,0.0,None,None,N,0,0,None,None,None,0,4,2006,WD ,Normal,0
1569,936,78000,50,C (all),60.0,8520,Grvl,None,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,3,5,1916,Gable,CompShg,MetalSd,None,0.0,TA,TA,PConc,Fa,Fa,No,Unf,Unf,216.0,GasA,Fa,N,SBrkr,0.0,0.0,1,0,2,1,TA,Typ,0,None,None,None,0.0,None,None,N,0,0,None,None,None,0,4,2006,WD ,Normal,0
1570,944,82000,20,RL,74.0,10206,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1952,Flat,Tar&Grv,BrkComm,None,0.0,TA,TA,Slab,None,None,None,None,None,0.0,GasW,Fa,N,FuseF,0.0,0.0,1,0,2,1,Fa,Min1,0,None,Detchd,Unf,528.0,TA,Fa,Y,0,0,None,None,None,0,7,2009,WD ,Normal,0
1571,2345,239000,70,RL,80.0,16560,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,952.0,GasA,TA,Y,SBrkr,0.0,0.0,2,1,4,1,TA,Typ,1,Gd,Detchd,Unf,360.0,TA,TA,Y,0,0,None,None,None,0,7,2006,WD ,Normal,0
1572,926,156450,85,RL,75.0,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1977,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,902.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,2,1,TA,Typ,1,TA,Attchd,Unf,351.0,TA,TA,Y,319,0,None,MnPrv,None,0,4,2009,WD ,Normal,0
1573,1142,134000,120,RM,44.0,4224,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,Gable,CompShg,CemntBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,1142.0,GasA,TA,Y,SBrkr,1.0,0.0,1,1,3,1,TA,Typ,1,Po,Attchd,Fin,528.0,TA,TA,Y,536,0,None,MnPrv,None,0,8,2007,WD ,Normal,90
1574,1894,214900,60,RL,80.0,11316,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2002,Gable,CompShg,VinylSd,BrkFace,44.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,817.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,4,1,Gd,Typ,1,Gd,BuiltIn,Fin,510.0,TA,TA,Y,0,0,None,None,None,0,2,2010,WD ,Normal,40
1575,729,52000,30,RL,56.0,4130,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,Gable,CompShg,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,Unf,270.0,GasA,Gd,Y,SBrkr,0.0,0.0,1,0,2,1,TA,Maj2,0,None,None,None,0.0,None,None,N,0,0,None,None,None,0,7,2008,WD ,Normal,0
1576,438,60000,30,RL,60.0,8400,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,Unf,290.0,GasA,TA,N,FuseF,0.0,0.0,1,0,1,1,Fa,Typ,0,None,Detchd,Unf,246.0,TA,TA,N,0,0,None,None,None,0,1,2009,WD ,Normal,0
1577,996,147000,85,RL,73.0,9069,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,Gable,CompShg,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,936.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,2,1,Gd,Typ,0,None,Attchd,Unf,564.0,TA,TA,Y,120,0,None,None,None,0,4,2010,WD ,Normal,0
1578,1902,123500,70,RM,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,5,1923,Gambrel,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,1100.0,GasA,TA,Y,SBrkr,0.0,0.0,2,0,4,1,TA,Typ,0,None,Detchd,Unf,576.0,TA,TA,Y,0,0,None,None,None,0,10,2008,WD ,Normal,194
1579,2031,237000,60,RL,75.0,9473,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1128.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,Typ,1,Gd,Attchd,RFn,577.0,TA,TA,Y,0,0,None,None,None,0,3,2008,WD ,Normal,211
1580,845,84000,20,RL,82.5,11500,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,Gable,CompShg,Wd Sdng,None,0.0,TA,Gd,Slab,None,None,None,None,None,0.0,GasA,Ex,N,SBrkr,0.0,0.0,1,0,3,1,TA,Typ,0,None,Detchd,Unf,290.0,TA,TA,N,186,0,None,None,None,0,1,2009,WD ,Normal,0
1581,1448,238500,20,FV,75.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,Stone,238.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1372.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,Typ,1,Gd,Attchd,RFn,692.0,TA,TA,Y,0,0,None,None,None,0,6,2009,WD ,Normal,140
1582,1436,141500,70,RL,53.0,6720,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,Gable,CompShg,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,585.0,GasA,TA,N,SBrkr,0.0,0.0,1,0,3,1,TA,Typ,1,Gd,Detchd,Unf,228.0,TA,TA,Y,184,0,None,None,None,0,4,2007,CWD,Normal,0
1583,1445,138500,50,RL,82.0,14235,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,PConc,Fa,Gd,No,Unf,Unf,676.0,GasA,TA,Y,SBrkr,0.0,0.0,2,0,3,1,TA,Typ,0,None,Detchd,Unf,484.0,TA,TA,N,0,0,None,None,None,0,3,2010,WD ,Normal,59
1584,1416,139900,50,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,780.0,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,TA,Typ,0,None,Detchd,Unf,312.0,TA,TA,P,221,0,None,None,None,0,3,2010,WD ,Normal,48
1585,1516,167000,20,RL,100.0,10004,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,Gable,CompShg,HdBoard,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,1516.0,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,TA,Typ,0,None,Attchd,RFn,472.0,TA,TA,Y,0,0,None,None,None,0,2,2009,WD ,Normal,152
1586,1299,183500,85,RL,82.5,12150,Pave,None,IR1,Bnk,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1979,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,1001.0,GasA,TA,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,Typ,1,Po,BuiltIn,RFn,486.0,TA,TA,Y,84,0,None,MnPrv,None,0,1,2007,WD ,Normal,222
1587,2198,250000,60,RL,84.0,14260,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,Gable,CompShg,VinylSd,BrkFace,350.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1145.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,4,1,Gd,Typ,1,TA,Attchd,RFn,836.0,TA,TA,Y,192,0,None,None,None,0,12,2008,WD ,Normal,84
1588,1357,177000,80,RL,124.0,11512,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,Gable,CompShg,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1019.0,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,2,1,Ex,Typ,1,Gd,Basment,RFn,312.0,TA,TA,Y,0,0,None,GdPrv,None,0,5,2008,WD ,Normal,163
1589,864,127000,20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,Gable,CompShg,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,864.0,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,3,1,Ex,Typ,0,None,Detchd,Fin,576.0,Gd,Ex,Y,155,0,None,None,None,0,9,2007,WD ,Normal,0
1590,1020,165000,80,RL,65.0,14149,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1964,Hip,CompShg,HdBoard,BrkFace,50.0,Gd,Gd,CBlock,TA,TA,Gd,LwQ,BLQ,980.0,GasA,TA,Y,SBrkr,0.0,1.0,2,0,3,1,TA,Typ,1,Po,Detchd,Unf,528.0,TA,TA,Y,0,0,None,None,None,0,5,2007,WD ,Normal,0
1591,2263,287000,60,RL,68.7,9240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,Gable,CompShg,VinylSd,BrkFace,396.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1055.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,Typ,1,TA,BuiltIn,Fin,905.0,TA,TA,Y,0,0,None,None,None,0,9,2008,WD ,Normal,234
1592,2365,337000,60,RL,82.0,9430,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,Gable,CompShg,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1252.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,Typ,1,Gd,Attchd,RFn,856.0,TA,TA,Y,0,0,None,None,None,0,7,2009,WD ,Normal,308
1593,1685,253000,20,FV,100.0,11824,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,BrkFace,298.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1685.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,Typ,1,Gd,Attchd,Fin,658.0,TA,TA,Y,112,0,None,None,None,0,4,2007,WD ,Normal,63
1594,1040,136000,20,RL,68.0,7942,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,Hip,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,ALQ,1040.0,GasA,TA,Y,FuseF,0.0,1.0,1,0,3,1,TA,Typ,0,None,Attchd,Fin,293.0,TA,TA,Y,0,0,None,MnPrv,None,0,6,2007,WD ,Normal,0
1595,1302,200000,120,RL,34.0,3903,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,Gable,CompShg,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,1302.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,1,1,1,Gd,Typ,1,Gd,Attchd,RFn,631.0,TA,TA,Y,110,0,None,None,None,0,5,2007,WD ,Normal,50
1596,2634,200000,90,RL,91.0,11643,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,Gable,CompShg,MetalSd,BrkFace,368.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,1248.0,GasA,TA,Y,SBrkr,1.0,1.0,2,2,6,2,TA,Typ,0,None,Detchd,Unf,968.0,TA,TA,Y,0,0,None,None,None,0,8,2009,WD ,Normal,0
1597,1176,134900,50,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,Gable,CompShg,MetalSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,698.0,GasA,TA,Y,SBrkr,0.0,0.0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,624.0,TA,TA,N,210,0,None,None,None,0,7,2009,WD ,Normal,0
1598,572,75000,30,C (all),60.0,10200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1925,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,572.0,GasA,Fa,N,FuseP,0.0,0.0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,200.0,TA,TA,N,0,0,None,None,None,0,5,2009,WD ,Normal,72
1599,1873,207000,60,RL,68.7,8883,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,Gable,CompShg,HdBoard,BrkFace,360.0,Gd,TA,PConc,Gd,TA,No,GLQ,LwQ,929.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,Typ,1,TA,Attchd,RFn,619.0,TA,TA,Y,108,0,None,GdPrv,None,0,5,2007,WD ,Normal,192
1600,1466,149900,20,RL,134.0,17755,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,Gable,CompShg,HdBoard,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1466.0,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,Fa,Typ,2,Gd,Attchd,Fin,528.0,TA,TA,Y,0,0,None,None,None,0,11,2006,WD ,Normal,240
