GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,MoSold,YrSold,lat,long,TotalPorchSF
1567,256000,20,RL,80.0,14695,IR1,NAmes,1Fam,1Story,6,8,1966,2008,MetalSd,BrkFace,210.0,TA,Gd,CBlock,TA,TA,No,ALQ,1387.0,0.0,175.0,1562.0,Gd,Y,SBrkr,1567,0,0,1.0,0.0,2,0,2,Gd,5,2,Gd,Attchd,Unf,2.0,542.0,TA,TA,Y,0,7,2009,42.0488209,-93.6153097,452
1287,162000,20,RL,74.1,9830,IR1,NAmes,1Fam,1Story,5,7,1959,2006,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,72.0,258.0,733.0,1063.0,Ex,Y,SBrkr,1287,0,0,1.0,0.0,1,0,3,Gd,7,1,Gd,Detchd,Fin,2.0,576.0,TA,TA,Y,364,3,2010,42.0402388,-93.6073674,199
1488,167000,20,RL,74.6,10368,IR1,NAmes,1Fam,1Story,6,6,1964,1964,HdBoard,BrkFace,112.0,TA,TA,CBlock,TA,TA,No,ALQ,260.0,748.0,0.0,1008.0,Ex,Y,SBrkr,1488,0,0,1.0,0.0,1,1,3,TA,7,1,Gd,Attchd,Fin,2.0,430.0,TA,TA,Y,154,4,2006,42.0414616,-93.6270245,60
1708,130000,160,RM,32.0,3363,Reg,Edwards,TwnhsE,2Story,7,5,2004,2004,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,976.0,976.0,Ex,Y,SBrkr,976,732,0,0.0,0.0,2,0,3,Gd,7,0,None,Detchd,Unf,2.0,380.0,TA,TA,Y,0,4,2006,42.018645,-93.6699303,40
1337,155000,120,RH,33.0,4113,IR1,NAmes,TwnhsE,1Story,6,5,2001,2001,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,0.0,1337.0,1337.0,Ex,Y,SBrkr,1337,0,0,0.0,0.0,2,0,2,Gd,5,1,TA,Attchd,Fin,2.0,511.0,TA,TA,Y,136,7,2007,42.0550745,-93.6252038,68
2285,248000,60,RL,74.6,11000,Reg,NoRidge,1Fam,2Story,8,5,2000,2000,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,969.0,969.0,Ex,Y,SBrkr,997,1288,0,0.0,0.0,2,1,4,Gd,8,1,TA,BuiltIn,Fin,3.0,648.0,TA,TA,Y,0,6,2007,42.05587440000001,-93.6530166,56
1494,215000,20,RL,84.5,16196,IR3,SawyerW,1Fam,1Story,7,5,1998,1998,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1443.0,0.0,39.0,1482.0,Ex,Y,SBrkr,1494,0,0,1.0,0.0,2,0,3,Gd,5,1,Fa,Attchd,RFn,2.0,514.0,TA,TA,Y,402,8,2007,42.0352458,-93.688889,25
2787,269500,90,RL,64.9,7976,Reg,SawyerW,Duplex,2Story,7,5,2000,2000,VinylSd,BrkFace,23.0,TA,TA,PConc,Ex,TA,No,GLQ,820.0,0.0,348.0,1168.0,Ex,Y,SBrkr,1168,1619,0,2.0,0.0,4,2,6,TA,8,2,TA,BuiltIn,Fin,4.0,820.0,TA,TA,Y,312,10,2009,42.0309412,-93.6791607,0
1759,233500,60,RL,91.5,16698,IR1,ClearCr,1Fam,2Story,7,5,1992,1993,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,800.0,0.0,649.0,1449.0,Gd,Y,SBrkr,944,815,0,1.0,0.0,2,1,3,Gd,7,1,TA,Attchd,Unf,2.0,525.0,TA,TA,Y,150,6,2009,42.0274746,-93.6799701,193
1718,185000,60,RL,74.0,10141,IR1,Gilbert,1Fam,2Story,7,5,1998,1998,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,0.0,832.0,832.0,Gd,Y,SBrkr,885,833,0,0.0,0.0,2,1,3,TA,7,1,TA,Attchd,Fin,2.0,427.0,TA,TA,Y,0,12,2009,42.0583888,-93.6388608,385
864,141000,20,RL,140.0,19138,Reg,Gilbert,1Fam,1Story,4,5,1951,1951,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,120.0,0.0,744.0,864.0,Ex,Y,SBrkr,864,0,0,0.0,0.0,1,0,2,TA,4,0,None,Detchd,Unf,2.0,400.0,TA,TA,Y,0,6,2010,42.0569417,-93.6235415,0
1282,174000,80,RL,42.0,10385,IR1,CollgCr,1Fam,SLvl,6,6,1978,1978,HdBoard,BrkFace,123.0,TA,TA,CBlock,TA,Gd,Av,ALQ,595.0,400.0,0.0,995.0,TA,Y,SBrkr,1282,0,0,0.0,1.0,2,0,3,TA,6,0,None,Detchd,Unf,3.0,672.0,Fa,TA,Y,386,4,2006,42.0196814,-93.6875416,0
992,145000,20,RL,68.0,10265,IR1,Sawyer,1Fam,1Story,5,7,1967,2005,HdBoard,None,0.0,TA,Fa,CBlock,TA,TA,No,ALQ,758.0,0.0,234.0,992.0,Ex,Y,SBrkr,992,0,0,1.0,0.0,1,0,3,Gd,6,0,None,Attchd,RFn,1.0,294.0,TA,TA,Y,204,7,2008,42.0314116,-93.6774735,0
1478,210000,20,RL,74.1,9928,IR1,Mitchel,1Fam,1Story,7,5,1991,1992,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,1239.0,0.0,215.0,1454.0,TA,Y,SBrkr,1478,0,0,1.0,0.0,2,0,3,TA,6,1,TA,Attchd,Unf,2.0,506.0,TA,TA,Y,114,5,2007,41.9954877,-93.6027471,22
848,133000,120,RM,37.0,4435,Reg,CollgCr,TwnhsE,1Story,6,5,2003,2003,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,717.0,0.0,131.0,848.0,Ex,Y,SBrkr,848,0,0,1.0,0.0,1,0,1,Gd,4,0,None,Attchd,Fin,2.0,420.0,TA,TA,Y,140,4,2006,42.016425,-93.681905,0
1100,145000,20,RL,95.0,13015,Reg,CollgCr,1Fam,1Story,5,6,1996,1996,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,Unf,0.0,0.0,1100.0,1100.0,Ex,Y,SBrkr,1100,0,0,0.0,0.0,1,1,3,TA,5,0,None,Attchd,RFn,2.0,462.0,TA,TA,Y,0,6,2006,42.0219668,-93.6921784,0
1709,134000,160,RM,24.0,2522,Reg,Edwards,Twnhs,2Story,7,5,2004,2004,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,970.0,970.0,Ex,Y,SBrkr,970,739,0,0.0,0.0,2,0,3,Gd,7,0,None,Detchd,Unf,2.0,380.0,TA,TA,Y,0,5,2006,42.018647,-93.6702987,40
1914,279000,60,RL,82.5,13215,IR1,NridgHt,1Fam,2Story,8,5,2004,2004,VinylSd,BrkFace,112.0,Gd,TA,PConc,Gd,TA,No,GLQ,994.0,0.0,426.0,1420.0,Ex,Y,SBrkr,1426,488,0,1.0,0.0,2,1,3,Gd,9,1,TA,BuiltIn,RFn,3.0,746.0,TA,TA,Y,168,2,2006,42.059028,-93.6534126,127
936,129000,20,RL,74.0,5868,Reg,NAmes,1Fam,1Story,5,7,1956,2000,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,248.0,240.0,448.0,936.0,Ex,Y,SBrkr,936,0,0,1.0,0.0,1,0,2,TA,4,0,None,Attchd,Fin,1.0,308.0,TA,TA,Y,0,5,2010,42.0381162,-93.619188,240
950,130000,20,RL,82.5,12774,Reg,NAmes,1Fam,1Story,5,5,1953,1953,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,624.0,128.0,232.0,984.0,TA,N,SBrkr,950,0,0,0.0,0.0,1,0,2,TA,5,0,None,Detchd,Unf,2.0,400.0,TA,TA,Y,0,7,2008,42.04074019999999,-93.6168135,32
1600,256300,20,RL,110.0,14230,Reg,NridgHt,1Fam,1Story,8,5,2007,2007,VinylSd,Stone,640.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1566.0,1566.0,Ex,Y,SBrkr,1600,0,0,0.0,0.0,2,0,3,Gd,7,1,Gd,Attchd,RFn,3.0,890.0,TA,TA,Y,0,7,2009,42.0628397,-93.655571,56
1114,142000,20,RL,63.0,13072,Reg,SawyerW,1Fam,1Story,5,5,2004,2004,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1114.0,1114.0,Ex,Y,SBrkr,1114,0,0,0.0,0.0,1,1,3,Gd,6,0,None,None,None,0.0,0.0,None,None,Y,0,8,2009,42.0379557,-93.6911083,39
2117,237500,20,RL,82.5,12925,IR1,NAmes,1Fam,1Story,6,7,1970,1970,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,865.0,0.0,340.0,1205.0,Ex,Y,SBrkr,2117,0,0,0.0,0.0,2,1,4,TA,7,2,Gd,Attchd,Fin,2.0,550.0,TA,TA,Y,0,5,2008,42.051446,-93.6163289,42
1660,188700,70,RL,74.0,11988,IR1,Crawfor,1Fam,2Story,6,7,1934,1995,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,326.0,0.0,389.0,715.0,Fa,Y,FuseA,849,811,0,0.0,0.0,1,1,3,TA,6,1,Gd,Detchd,Unf,1.0,240.0,TA,TA,Y,0,8,2008,42.01867439999999,-93.6415135,0
1569,175900,120,RL,51.0,3635,Reg,Blmngtn,TwnhsE,1Story,7,5,2007,2007,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,ALQ,988.0,0.0,398.0,1386.0,Ex,Y,SBrkr,1569,0,0,0.0,1.0,2,0,1,Gd,7,1,TA,Attchd,RFn,3.0,660.0,TA,TA,Y,143,5,2009,42.062692,-93.642105,20
1040,150500,20,RL,61.0,8800,IR1,CollgCr,1Fam,1Story,5,7,1977,2008,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532.0,144.0,364.0,1040.0,TA,Y,SBrkr,1040,0,0,0.0,0.0,2,0,3,Gd,5,0,None,Detchd,Unf,2.0,484.0,TA,TA,Y,0,9,2009,42.0194706,-93.685679,288
2486,279900,60,RL,82.5,11800,IR1,Timber,1Fam,2Story,7,5,2003,2004,VinylSd,BrkFace,94.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,766.0,0.0,356.0,1122.0,Ex,Y,SBrkr,1146,1340,0,1.0,0.0,3,1,5,Gd,10,1,Gd,BuiltIn,Fin,2.0,452.0,TA,TA,Y,143,7,2007,42.029046,-93.6143401,32
1721,180000,20,RL,78.0,10335,IR1,Sawyer,1Fam,1Story,5,6,1968,1993,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,570.0,0.0,891.0,1461.0,Gd,Y,SBrkr,1721,0,0,0.0,0.0,2,1,3,TA,7,1,TA,Attchd,RFn,2.0,440.0,TA,TA,Y,0,7,2006,42.0312106,-93.6737525,276
1008,134500,20,RL,66.0,8923,Reg,NAmes,1Fam,1Story,5,7,1953,2006,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,643.0,0.0,365.0,1008.0,Gd,Y,SBrkr,1008,0,0,1.0,0.0,1,0,2,Gd,6,0,None,Attchd,Unf,1.0,240.0,TA,TA,Y,0,5,2007,42.0395615,-93.6168333,18
1564,171000,60,RL,70.0,8400,Reg,SawyerW,1Fam,2Story,6,6,1980,1981,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,0.0,650.0,650.0,TA,Y,SBrkr,888,676,0,0.0,0.0,2,1,3,TA,7,1,TA,Attchd,Unf,2.0,476.0,TA,TA,Y,0,4,2010,42.035338,-93.6848072,254
816,138000,20,RL,60.0,6600,Reg,Mitchel,1Fam,1Story,5,8,1982,2003,HdBoard,None,0.0,TA,Gd,PConc,TA,Gd,No,GLQ,816.0,0.0,0.0,816.0,Ex,Y,SBrkr,816,0,0,1.0,0.0,1,0,2,TA,4,0,None,Detchd,Fin,2.0,816.0,TA,TA,Y,0,6,2008,41.9876361,-93.6040922,0
1588,227000,20,RL,85.0,10000,Reg,Somerst,1Fam,1Story,8,5,2006,2006,VinylSd,Stone,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0.0,0.0,1588.0,1588.0,Ex,Y,SBrkr,1588,0,0,0.0,0.0,2,0,3,Gd,7,1,Gd,Attchd,RFn,3.0,825.0,TA,TA,Y,144,12,2007,42.0540173,-93.6427805,45
1055,148500,120,RL,24.0,2529,Reg,NPkVill,Twnhs,1Story,7,6,1977,1977,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,378.0,0.0,677.0,1055.0,Fa,Y,SBrkr,1055,0,0,0.0,0.0,2,0,2,TA,4,0,None,Attchd,Unf,2.0,440.0,TA,TA,Y,0,9,2008,42.049838,-93.626086,38
630,84500,180,RM,21.0,1936,Reg,MeadowV,Twnhs,SFoyer,4,6,1970,1970,CemntBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,131.0,499.0,0.0,630.0,Gd,Y,SBrkr,630,0,0,1.0,0.0,1,0,1,TA,3,0,None,None,None,0.0,0.0,None,None,Y,0,12,2007,41.9916667,-93.6023447,0
1930,149000,70,RM,57.0,6876,Reg,IDOTRR,1Fam,2Story,6,5,1927,1950,Plywood,None,0.0,TA,TA,CBlock,TA,Fa,No,BLQ,522.0,0.0,198.0,720.0,Fa,Y,SBrkr,1146,784,0,1.0,0.0,2,0,4,TA,8,0,None,Attchd,Unf,1.0,316.0,TA,TA,Y,0,8,2009,42.0255123,-93.6280932,213
1353,192350,20,RL,80.0,10400,Reg,NWAmes,1Fam,1Story,6,5,1979,1999,MetalSd,BrkFace,253.0,TA,TA,CBlock,Gd,TA,No,GLQ,903.0,0.0,356.0,1259.0,Ex,Y,SBrkr,1353,0,0,1.0,0.0,2,0,2,TA,5,1,TA,Attchd,RFn,2.0,478.0,TA,TA,Y,240,8,2007,42.0531104,-93.6354363,141
1329,172000,20,RL,81.0,14267,IR1,NAmes,1Fam,1Story,6,6,1958,1958,Wd Sdng,BrkFace,108.0,TA,TA,CBlock,TA,TA,No,ALQ,923.0,0.0,406.0,1329.0,TA,Y,SBrkr,1329,0,0,0.0,0.0,1,1,3,Gd,6,0,None,Attchd,Unf,1.0,312.0,TA,TA,Y,393,6,2010,42.0526704,-93.6193859,36
1656,165400,60,RL,60.0,6931,Reg,Edwards,1Fam,2Story,7,5,2003,2004,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,746.0,746.0,Ex,Y,SBrkr,760,896,0,0.0,0.0,2,1,3,Gd,7,1,Gd,BuiltIn,Fin,2.0,397.0,TA,TA,Y,178,7,2008,42.0190722,-93.672762,128
1674,185000,50,RL,66.0,21780,Reg,Edwards,1Fam,1.5Fin,6,7,1918,1950,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0.0,0.0,1163.0,1163.0,Ex,Y,SBrkr,1163,511,0,0.0,0.0,2,0,4,TA,8,1,Gd,Detchd,Fin,2.0,396.0,TA,TA,N,72,7,2008,42.0279371,-93.6613139,180
796,131900,85,RL,50.0,7689,IR1,Mitchel,1Fam,SFoyer,5,8,1972,1972,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,720.0,76.0,0.0,796.0,Gd,Y,SBrkr,796,0,0,0.0,1.0,1,0,2,TA,4,0,None,Detchd,Unf,1.0,336.0,TA,TA,Y,138,7,2009,41.9914306,-93.6011328,0
1506,213490,120,RL,43.0,3013,Reg,Blmngtn,TwnhsE,1Story,7,5,2005,2005,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,16.0,0.0,1346.0,1362.0,Ex,Y,SBrkr,1506,0,0,0.0,0.0,2,0,2,Gd,6,1,Gd,Attchd,Fin,2.0,440.0,TA,TA,Y,142,4,2006,42.063391,-93.641767,20
2062,277000,60,RL,86.2,14364,IR1,SawyerW,1Fam,2Story,7,5,1988,1989,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1065.0,0.0,92.0,1157.0,Ex,Y,SBrkr,1180,882,0,1.0,0.0,2,1,3,TA,7,1,Gd,Attchd,Fin,2.0,454.0,TA,TA,Y,60,4,2007,42.0291673,-93.68543,209
1658,257500,20,RL,78.0,10206,Reg,Somerst,1Fam,1Story,8,5,2008,2008,VinylSd,BrkFace,294.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1614.0,1614.0,Ex,Y,SBrkr,1658,0,0,0.0,0.0,2,1,3,Gd,7,1,Gd,Attchd,Fin,3.0,726.0,TA,TA,Y,144,9,2009,42.0544295,-93.6431764,44
864,62383,20,RL,60.0,8281,IR1,Sawyer,1Fam,1Story,5,5,1965,1965,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,553.0,311.0,0.0,864.0,Gd,Y,SBrkr,864,0,0,0.0,0.0,1,0,3,TA,5,1,Po,Detchd,Unf,1.0,360.0,TA,TA,Y,0,12,2009,42.0350803,-93.6699097,236
2097,274300,60,RL,75.0,9750,Reg,CollgCr,1Fam,2Story,7,6,1998,1998,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,975.0,0.0,133.0,1108.0,Ex,Y,SBrkr,1108,989,0,1.0,0.0,2,1,3,Gd,8,1,TA,Detchd,RFn,2.0,583.0,TA,TA,Y,253,6,2006,42.0173769,-93.6828853,170
1159,158000,20,RL,82.5,11553,IR1,Sawyer,1Fam,1Story,5,5,1968,1968,Plywood,BrkFace,188.0,TA,TA,CBlock,TA,TA,No,BLQ,673.0,0.0,378.0,1051.0,TA,Y,SBrkr,1159,0,0,0.0,0.0,1,1,3,TA,7,1,Fa,Attchd,Unf,1.0,336.0,TA,TA,Y,466,7,2006,42.0308832,-93.6755354,0
882,106500,20,RL,68.7,8339,IR1,NAmes,1Fam,1Story,5,7,1959,1959,MetalSd,None,0.0,TA,TA,Slab,None,None,None,None,0.0,0.0,0.0,0.0,TA,Y,SBrkr,882,0,0,0.0,0.0,1,0,3,TA,5,0,None,Attchd,RFn,1.0,294.0,TA,TA,Y,0,7,2007,42.0432646,-93.6225124,0
1530,250000,20,FV,112.0,12606,IR1,Somerst,1Fam,1Story,9,5,2007,2008,VinylSd,Stone,120.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,0.0,1530.0,1530.0,Ex,Y,SBrkr,1530,0,0,0.0,0.0,2,0,3,Gd,7,1,Gd,Attchd,RFn,3.0,984.0,TA,TA,Y,212,5,2009,42.0504173,-93.647928,136
2294,202500,80,RM,120.0,13200,Reg,IDOTRR,1Fam,SLvl,6,6,1963,1963,HdBoard,BrkFace,234.0,TA,TA,CBlock,TA,TA,No,BLQ,375.0,0.0,366.0,741.0,Fa,Y,SBrkr,1497,797,0,0.0,0.0,3,0,5,TA,9,1,Gd,Attchd,Unf,2.0,658.0,TA,TA,Y,0,4,2007,42.0242485,-93.6295776,110
1012,118400,30,RM,59.0,8263,Reg,IDOTRR,1Fam,1Story,6,5,1920,1950,BrkFace,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,1012.0,1012.0,TA,Y,FuseA,1012,0,0,0.0,0.0,1,0,2,TA,6,1,Gd,Detchd,Unf,1.0,308.0,TA,TA,Y,0,5,2007,42.0211674,-93.6292609,134
1200,146000,20,RL,71.0,9230,Reg,NAmes,1Fam,1Story,5,8,1965,1998,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661.0,0.0,203.0,864.0,Gd,Y,SBrkr,1200,0,0,1.0,0.0,1,1,1,Gd,6,0,None,Detchd,Unf,2.0,884.0,TA,TA,Y,0,10,2006,42.0458884,-93.624432,64
1052,127000,20,RL,80.0,10800,Reg,NWAmes,1Fam,1Story,6,5,1963,1963,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,BLQ,617.0,264.0,171.0,1052.0,TA,Y,SBrkr,1052,0,0,1.0,0.0,1,0,3,TA,6,0,None,Attchd,Fin,1.0,311.0,TA,TA,Y,0,2,2007,42.0421816,-93.6299141,133
1928,219500,60,RL,65.0,8200,Reg,CollgCr,1Fam,2Story,7,5,2003,2004,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,847.0,847.0,Ex,Y,SBrkr,847,1081,0,0.0,0.0,2,1,4,Gd,8,1,Gd,BuiltIn,Fin,2.0,434.0,TA,TA,Y,100,7,2007,42.014603,-93.6880567,48
936,78000,50,C (all),60.0,8520,Reg,IDOTRR,1Fam,1.5Fin,3,5,1916,1950,MetalSd,None,0.0,TA,TA,PConc,Fa,Fa,No,Unf,0.0,0.0,216.0,216.0,Fa,N,SBrkr,576,360,0,0.0,0.0,1,0,2,TA,6,0,None,None,None,0.0,0.0,None,None,N,0,4,2006,42.0220708,-93.6045175,0
936,78000,50,C (all),60.0,8520,Reg,IDOTRR,1Fam,1.5Fin,3,5,1916,1950,MetalSd,None,0.0,TA,TA,PConc,Fa,Fa,No,Unf,0.0,0.0,216.0,216.0,Fa,N,SBrkr,576,360,0,0.0,0.0,1,0,2,TA,6,0,None,None,None,0.0,0.0,None,None,N,0,4,2006,42.0220708,-93.6045175,0
944,82000,20,RL,74.0,10206,Reg,Edwards,1Fam,1Story,3,3,1952,1952,BrkComm,None,0.0,TA,TA,Slab,None,None,None,None,0.0,0.0,0.0,0.0,Fa,N,FuseF,944,0,0,0.0,0.0,1,0,2,Fa,4,0,None,Detchd,Unf,2.0,528.0,TA,Fa,Y,0,7,2009,42.0180061,-93.6649976,0
2345,239000,70,RL,80.0,16560,IR1,Crawfor,1Fam,2Story,6,8,1932,1950,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,503.0,0.0,449.0,952.0,TA,Y,SBrkr,1170,1175,0,0.0,0.0,2,1,4,TA,9,1,Gd,Detchd,Unf,2.0,360.0,TA,TA,Y,0,7,2006,42.0172449,-93.6402861,0
926,156450,85,RL,75.0,9750,Reg,Mitchel,1Fam,SFoyer,6,6,1977,1977,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,767.0,0.0,135.0,902.0,Ex,Y,SBrkr,926,0,0,1.0,0.0,1,0,2,TA,5,1,TA,Attchd,Unf,1.0,351.0,TA,TA,Y,319,4,2009,41.99722,-93.6035977,0
1142,134000,120,RM,44.0,4224,Reg,MeadowV,TwnhsE,1Story,5,5,1976,1976,CemntBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,874.0,0.0,268.0,1142.0,TA,Y,SBrkr,1142,0,0,1.0,0.0,1,1,3,TA,6,1,Po,Attchd,Fin,2.0,528.0,TA,TA,Y,536,8,2007,41.99247769999999,-93.6050418,90
1894,214900,60,RL,80.0,11316,Reg,Timber,1Fam,2Story,7,5,2002,2003,VinylSd,BrkFace,44.0,Gd,TA,PConc,Gd,TA,No,GLQ,624.0,0.0,193.0,817.0,Ex,Y,SBrkr,824,1070,0,1.0,0.0,2,1,4,Gd,8,1,Gd,BuiltIn,Fin,2.0,510.0,TA,TA,Y,0,2,2010,41.9955823,-93.6488189,40
729,52000,30,RL,56.0,4130,IR1,BrkSide,1Fam,1Story,3,6,1935,2003,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,0.0,270.0,270.0,Gd,Y,SBrkr,729,0,0,0.0,0.0,1,0,2,TA,5,0,None,None,None,0.0,0.0,None,None,N,0,7,2008,42.0363267,-93.6293995,0
438,60000,30,RL,60.0,8400,Reg,SWISU,1Fam,1Story,2,5,1920,1950,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,290.0,0.0,0.0,290.0,TA,N,FuseF,438,0,0,0.0,0.0,1,0,1,Fa,3,0,None,Detchd,Unf,1.0,246.0,TA,TA,N,0,1,2009,42.0172985,-93.6520067,0
996,147000,85,RL,73.0,9069,Reg,SawyerW,1Fam,SFoyer,6,6,1992,1992,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,747.0,0.0,189.0,936.0,Ex,Y,SBrkr,996,0,0,1.0,0.0,1,0,2,Gd,5,0,None,Attchd,Unf,2.0,564.0,TA,TA,Y,120,4,2010,42.03114,-93.6801909,0
1902,123500,70,RM,51.0,6120,Reg,OldTown,1Fam,2Story,5,5,1923,1950,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,203.0,0.0,897.0,1100.0,TA,Y,SBrkr,1226,676,0,0.0,0.0,2,0,4,TA,7,0,None,Detchd,Unf,2.0,576.0,TA,TA,Y,0,10,2008,42.0321212,-93.6206523,194
2031,237000,60,RL,75.0,9473,Reg,CollgCr,1Fam,2Story,8,5,2002,2002,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,804.0,0.0,324.0,1128.0,Ex,Y,SBrkr,1128,903,0,1.0,0.0,2,1,3,Gd,7,1,Gd,Attchd,RFn,2.0,577.0,TA,TA,Y,0,3,2008,42.017463,-93.687432,211
845,84000,20,RL,82.5,11500,IR1,Edwards,1Fam,1Story,4,3,1957,1957,Wd Sdng,None,0.0,TA,Gd,Slab,None,None,None,None,0.0,0.0,0.0,0.0,Ex,N,SBrkr,845,0,0,0.0,0.0,1,0,3,TA,5,0,None,Detchd,Unf,1.0,290.0,TA,TA,N,186,1,2009,42.0255063,-93.663104,0
1448,238500,20,FV,75.0,7500,Reg,Somerst,1Fam,1Story,8,5,2006,2007,VinylSd,Stone,238.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,0.0,1348.0,1372.0,Ex,Y,SBrkr,1448,0,0,0.0,0.0,2,0,2,Gd,6,1,Gd,Attchd,RFn,2.0,692.0,TA,TA,Y,0,6,2009,42.0511496,-93.6485813,140
1436,141500,70,RL,53.0,6720,Reg,Crawfor,1Fam,2Story,6,7,1921,1950,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,585.0,585.0,TA,N,SBrkr,851,585,0,0.0,0.0,1,0,3,TA,7,1,Gd,Detchd,Unf,1.0,228.0,TA,TA,Y,184,4,2007,42.0171903,-93.6456709,0
1445,138500,50,RL,82.0,14235,IR1,SawyerW,1Fam,1.5Fin,6,8,1900,1993,Wd Sdng,None,0.0,TA,TA,PConc,Fa,Gd,No,Unf,0.0,0.0,676.0,676.0,TA,Y,SBrkr,831,614,0,0.0,0.0,2,0,3,TA,6,0,None,Detchd,Unf,2.0,484.0,TA,TA,N,0,3,2010,42.0298453,-93.6802107,59
1416,139900,50,RM,50.0,6000,Reg,BrkSide,1Fam,1.5Fin,6,7,1948,1950,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,300.0,0.0,480.0,780.0,TA,Y,SBrkr,780,636,0,0.0,0.0,1,1,3,TA,6,0,None,Detchd,Unf,1.0,312.0,TA,TA,P,221,3,2010,42.0342507,-93.6222729,48
