PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,lot_bucket,mean_LotFrontage,Prop_Addr,lat,long
905377010,1229,135000,20,RL,91.5,17140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1059.0,Unf,0.0,75.0,1134.0,GasA,Ex,Y,FuseA,1229,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1956.0,RFn,1.0,284.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2009,WD ,Normal,"(16296.145, 17295.888]",91.47619047619048,121 MCDONALD DR,42.0240934,-93.6709991
908208020,1121,140000,20,RM,80.0,8546,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1121.0,1121.0,GasA,Ex,Y,SBrkr,1121,0,0,0.0,0.0,2,0,2,1,TA,5,Typ,0,None,Attchd,2003.0,RFn,2.0,440.0,TA,TA,Y,132,64,0,0,0,0,None,None,None,0,3,2010,WD ,Normal,"(8298.201, 9297.944]",68.7248322147651,301 SUNFLOWER DR,42.0199418,-93.6679091
531479020,784,76000,45,RH,60.0,9000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,784.0,784.0,GasA,TA,N,FuseA,784,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1950.0,Unf,2.0,360.0,Fa,Fa,N,0,0,91,0,0,0,None,None,None,0,10,2009,WD ,Normal,"(8298.201, 9297.944]",68.7248322147651,4603 HUTCHISON ST,42.0353265,-93.6805827
909428280,1902,335000,20,RL,100.0,17500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,None,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406.0,Unf,0.0,496.0,1902.0,GasA,TA,Y,SBrkr,1902,0,0,1.0,0.0,2,0,3,1,Ex,7,Typ,2,TA,Attchd,1959.0,Fin,2.0,567.0,TA,TA,Y,0,207,162,0,0,0,None,None,None,0,5,2010,WD ,Normal,"(17295.888, 18295.631]",99.17647058823528,2019 ASHMORE DR,42.0111541,-93.6404247
535454070,1385,166000,50,RL,71.0,8520,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,No,Rec,507.0,Unf,0.0,403.0,910.0,GasA,Fa,Y,SBrkr,910,475,0,0.0,0.0,2,0,4,1,TA,6,Typ,0,None,Detchd,2000.0,Unf,2.0,720.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,6,2010,WD ,Normal,"(8298.201, 9297.944]",68.7248322147651,133 E 13TH ST,42.0347598,-93.609216
535304020,1008,139500,20,RL,66.0,12778,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1952,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,658.0,Unf,0.0,350.0,1008.0,GasA,Ex,Y,FuseA,1008,0,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,None,Attchd,1952.0,RFn,1.0,280.0,TA,TA,Y,0,154,0,0,0,0,None,MnPrv,None,0,1,2006,WD ,Normal,"(12297.173, 13296.916]",82.49514563106796,1715 CLARK AVE,42.0399092,-93.6174467
527131110,1682,247900,120,RL,45.0,6264,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,1997,1997,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,656.0,Unf,0.0,1008.0,1664.0,GasA,Ex,Y,SBrkr,1682,0,0,1.0,0.0,1,1,1,1,Gd,6,Min1,1,TA,Attchd,1997.0,Fin,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2008,WD ,Normal,"(5298.972, 6298.715]",54.06015037593985,4207 STONE BROOKE RD,42.0614074,-93.6337539
534403280,1251,160000,20,RL,80.0,8800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,BLQ,553.0,Unf,0.0,698.0,1251.0,GasA,TA,Y,SBrkr,1251,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1964.0,RFn,1.0,461.0,TA,TA,Y,0,116,0,0,0,0,None,MnPrv,Shed,700,3,2006,WD ,Normal,"(8298.201, 9297.944]",68.7248322147651,1618 BEL AIR DR,42.038937,-93.626546
527107040,1572,168000,60,RL,74.6,10364,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,806.0,806.0,GasA,Gd,Y,SBrkr,806,766,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2.0,373.0,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,5,2007,WD ,Normal,"(10297.687, 11297.43]",74.60964912280701,1910 WYNGATE DR,42.0604206,-93.6368813
907270040,2452,267000,60,RL,66.0,16226,Pave,None,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,281.0,Unf,0.0,747.0,1028.0,GasA,Ex,Y,SBrkr,1210,1242,0,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,BuiltIn,1998.0,Fin,2.0,683.0,TA,TA,Y,208,50,0,0,0,0,None,None,None,0,5,2007,WD ,Normal,"(15296.402, 16296.145]",84.5,608 POE AVE,42.0171048,-93.6835392
903455140,1040,127500,30,RM,60.0,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,7,1925,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1040.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1993.0,Unf,2.0,320.0,TA,TA,Y,0,132,0,0,0,0,None,None,None,0,7,2008,WD ,Normal,"(6298.715, 7298.458]",59.5875,1127 N 2ND ST,42.024266,-93.6265693
907180040,1786,204750,60,RL,69.0,9337,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648.0,Unf,0.0,176.0,824.0,GasA,Ex,Y,SBrkr,905,881,0,1.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1997.0,RFn,2.0,684.0,TA,TA,Y,0,162,0,0,0,0,None,None,None,0,5,2007,WD ,Normal,"(9297.944, 10297.687]",74.05555555555556,5322 THACKERAY DR,42.0178557,-93.6915052
528106020,2402,555000,20,RL,105.0,15431,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767.0,ALQ,539.0,788.0,3094.0,GasA,Ex,Y,SBrkr,2402,0,0,1.0,0.0,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,2008.0,Fin,3.0,672.0,TA,TA,Y,0,72,0,0,170,0,None,None,None,0,4,2009,WD ,Normal,"(15296.402, 16296.145]",84.5,3324 STOCKBURY ST,42.0619012,-93.657769
528106020,2402,555000,20,RL,105.0,15431,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767.0,ALQ,539.0,788.0,3094.0,GasA,Ex,Y,SBrkr,2402,0,0,1.0,0.0,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,2008.0,Fin,3.0,672.0,TA,TA,Y,0,72,0,0,170,0,None,None,None,0,4,2009,WD ,Normal,"(15296.402, 16296.145]",84.5,3324 STOCKBURY ST,42.0619012,-93.657769
528106020,2402,555000,20,RL,105.0,15431,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767.0,ALQ,539.0,788.0,3094.0,GasA,Ex,Y,SBrkr,2402,0,0,1.0,0.0,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,2008.0,Fin,3.0,672.0,TA,TA,Y,0,72,0,0,170,0,None,None,None,0,4,2009,WD ,Normal,"(15296.402, 16296.145]",84.5,3324 STOCKBURY ST,42.0619012,-93.657769
528228285,1145,160000,120,RL,43.0,3203,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1129.0,1145.0,GasA,Ex,Y,SBrkr,1145,0,0,0.0,0.0,2,0,2,1,Gd,6,Typ,0,None,Attchd,2006.0,Fin,2.0,437.0,TA,TA,Y,100,116,0,0,0,0,None,None,None,0,1,2010,WD ,Normal,"(2299.743, 3299.486]",32.471698113207545,2413 WESTWIND DR,42.062667,-93.642534
907262080,1909,197000,60,RL,70.0,8726,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,872.0,872.0,GasA,Ex,Y,SBrkr,872,1037,0,0.0,0.0,2,1,4,1,Gd,8,Typ,0,None,BuiltIn,2002.0,RFn,2.0,529.0,TA,TA,Y,0,108,0,0,0,0,None,None,None,0,9,2006,WD ,Normal,"(8298.201, 9297.944]",68.7248322147651,809 TENNYSON AVE,42.015904,-93.6881138
923225260,2521,151400,160,RM,42.0,3964,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,837.0,Unf,0.0,105.0,942.0,GasA,Gd,Y,SBrkr,1291,1230,0,1.0,0.0,2,1,5,1,TA,10,Maj1,1,Gd,Attchd,1973.0,Fin,2.0,576.0,TA,TA,Y,728,20,0,0,0,0,None,GdPrv,None,0,6,2006,WD ,Normal,"(3299.486, 4299.229]",46.15492957746479,3425 HARCOURT DR,41.9911429,-93.6032218
535383060,599,59000,30,RL,90.0,5400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,2,5,1940,1950,Gable,CompShg,Stucco,Stucco,None,0.0,Fa,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,416.0,416.0,GasA,Gd,N,FuseA,599,0,0,1.0,0.0,1,0,2,1,Gd,4,Typ,0,None,None,None,None,0.0,0.0,None,None,N,0,81,0,0,0,0,None,None,None,0,6,2009,WD ,Normal,"(5298.972, 6298.715]",54.06015037593985,117 13TH ST,42.0347576,-93.6117484
527453050,1548,146000,160,RL,24.0,2308,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,306.0,Unf,0.0,498.0,804.0,GasA,TA,Y,SBrkr,804,744,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Detchd,1976.0,RFn,2.0,440.0,TA,TA,Y,108,0,0,0,0,0,None,None,None,0,9,2009,WD ,Normal,"(2299.743, 3299.486]",32.471698113207545,1015 KENNEDY ST,42.05081,-93.625488
527107030,1498,187500,60,RL,82.5,13031,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,592.0,Unf,0.0,99.0,691.0,GasA,Gd,Y,SBrkr,691,807,0,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2.0,409.0,TA,TA,Y,315,44,0,0,0,0,None,None,None,0,7,2006,WD ,Normal,"(12297.173, 13296.916]",82.49514563106796,3914 EISENHOWER AVE,42.0603121,-93.6372574
903236130,2264,200000,70,RM,47.0,7755,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1918,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1100.0,1100.0,GasA,Ex,Y,FuseA,1100,1164,0,0.0,0.0,2,1,4,1,TA,8,Typ,0,None,Detchd,1950.0,Unf,1.0,408.0,TA,TA,Y,0,152,0,0,0,0,None,MnPrv,None,0,5,2007,WD ,Normal,"(7298.458, 8298.201]",64.93913043478261,711 9TH ST,42.0304514,-93.6209293
534450180,858,116500,20,RL,50.0,7207,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1958,2008,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,696.0,Unf,0.0,162.0,858.0,GasA,Gd,Y,SBrkr,858,0,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,None,None,None,None,0.0,0.0,None,None,Y,117,0,0,0,0,0,None,None,None,0,2,2010,WD ,Normal,"(6298.715, 7298.458]",59.5875,1413 SUMMIT AVE,42.0356201,-93.6297557
528275080,1889,215000,60,RL,68.7,8658,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,732.0,Unf,0.0,250.0,982.0,GasA,Ex,Y,SBrkr,1008,881,0,0.0,0.0,2,1,3,1,TA,9,Typ,1,TA,Attchd,2000.0,Fin,2.0,431.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2006,WD ,Normal,"(8298.201, 9297.944]",68.7248322147651,3809 WESTLAWN DR,42.0587692,-93.6427013
909428340,1488,215000,20,RL,93.2,21579,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1968,1968,Hip,CompShg,HdBoard,BrkFace,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,813.0,Unf,0.0,675.0,1488.0,GasA,Ex,Y,SBrkr,1488,0,0,0.0,1.0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1968.0,RFn,2.0,552.0,TA,TA,Y,0,0,216,0,0,0,None,None,None,0,9,2007,CWD,Normal,"(21294.86, 22294.603]",93.16666666666669,2111 ASHMORE CIR,42.011923,-93.642028
528441080,1694,307000,20,RL,75.0,10084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1369.0,Unf,0.0,317.0,1686.0,GasA,Ex,Y,SBrkr,1694,0,0,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,RFn,2.0,636.0,TA,TA,Y,255,57,0,0,0,0,None,None,None,0,8,2007,WD ,Normal,"(9297.944, 10297.687]",74.05555555555556,2420 YORKSHIRE CIR,42.0529176,-93.6415333
527105130,2283,270000,60,RL,82.5,11792,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,188.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,850.0,Unf,0.0,158.0,1008.0,GasA,Ex,Y,SBrkr,1008,1275,0,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2003.0,Fin,3.0,632.0,TA,TA,Y,120,46,0,0,0,0,None,None,None,0,8,2009,WD ,Normal,"(11297.43, 12297.173]",82.47651006711409,4006 HYDE AVE,42.0610265,-93.6399245
907175060,1494,217000,20,RL,79.0,9236,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200.0,Unf,0.0,279.0,1479.0,GasA,Ex,Y,SBrkr,1494,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1997.0,RFn,2.0,576.0,TA,TA,Y,168,27,0,0,0,0,None,None,None,0,7,2006,WD ,Normal,"(8298.201, 9297.944]",68.7248322147651,5405 THACKERAY DR,42.018346,-93.691818
908228010,865,108500,40,RL,62.0,10042,Pave,None,Reg,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,144.0,ALQ,278.0,238.0,660.0,GasA,TA,Y,SBrkr,740,125,0,1.0,0.0,1,0,2,1,TA,4,Typ,1,Gd,Detchd,1920.0,Unf,1.0,216.0,TA,TA,Y,0,0,84,0,0,0,None,None,None,0,8,2007,WD ,Normal,"(9297.944, 10297.687]",74.05555555555556,3232 LETTIE ST,42.0213079,-93.6614129
905480180,1340,120000,20,RL,60.0,9060,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,TA,PConc,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,1340,0,0,0.0,0.0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1957.0,RFn,1.0,252.0,TA,TA,Y,116,0,0,180,0,0,None,MnPrv,None,0,6,2007,WD ,Normal,"(8298.201, 9297.944]",68.7248322147651,3017 LINCOLN WAY,42.0229861,-93.6596702
534201240,1464,141000,60,RL,73.0,8814,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,732.0,Unf,0.0,0.0,732.0,GasA,Ex,Y,SBrkr,732,732,0,0.0,0.0,1,1,4,1,TA,7,Typ,0,None,Attchd,1968.0,Unf,2.0,470.0,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,6,2008,WD ,Normal,"(8298.201, 9297.944]",68.7248322147651,1213 24TH ST,42.0458447,-93.6264308
528441020,1971,253000,60,RL,75.0,9675,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,341.0,Unf,0.0,772.0,1113.0,GasA,Ex,Y,SBrkr,1113,858,0,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,RFn,2.0,689.0,TA,TA,Y,0,48,0,0,0,0,None,None,None,0,2,2009,WD ,Normal,"(9297.944, 10297.687]",74.05555555555556,2421 YORKSHIRE CIR,42.0533984,-93.6415927
527164090,1481,174000,60,RL,65.0,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,702.0,702.0,GasA,Gd,Y,SBrkr,702,779,0,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1994.0,Fin,2.0,343.0,TA,TA,Y,0,36,0,0,0,0,None,None,None,0,3,2009,WD ,Normal,"(7298.458, 8298.201]",64.93913043478261,3814 BROOKDALE AVE,42.0584988,-93.6366042
909277070,1374,110000,50,RL,68.7,9260,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,TA,Y,FuseF,932,442,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1938.0,Unf,1.0,225.0,TA,TA,Y,64,0,0,0,100,0,None,None,None,0,3,2008,WD ,Normal,"(8298.201, 9297.944]",68.7248322147651,425 BEACH AVE,42.0180739,-93.6397318
534400060,1425,180500,20,RL,100.0,10175,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490.0,Unf,0.0,935.0,1425.0,GasA,Gd,Y,SBrkr,1425,0,0,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2.0,576.0,TA,TA,Y,0,0,0,407,0,0,None,None,None,0,7,2008,WD ,Normal,"(9297.944, 10297.687]",74.05555555555556,1819 COOLIDGE DR,42.0406977,-93.6298151
907290210,848,140000,120,RM,46.6,4435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,685.0,Unf,0.0,163.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,1.0,0.0,1,0,1,1,Gd,4,Typ,0,None,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,None,None,None,0,5,2009,WD ,Normal,"(4299.229, 5298.972]",46.564516129032256,4637 TWAIN ST,42.016423,-93.682586
906204150,2329,262280,60,RL,86.0,11839,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,Gd,TA,No,GLQ,1085.0,Unf,0.0,390.0,1475.0,GasA,Ex,Y,SBrkr,1532,797,0,1.0,0.0,2,1,4,1,Gd,10,Typ,1,Ex,Attchd,1990.0,Unf,2.0,514.0,TA,TA,Y,192,121,0,0,0,0,None,None,None,0,5,2008,WD ,Normal,"(11297.43, 12297.173]",82.47651006711409,1106 IDAHO AVE,42.0319119,-93.6829467
531451150,1266,128000,160,RL,50.0,8012,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,Ex,Y,SBrkr,630,636,0,0.0,0.0,1,1,2,1,TA,5,Typ,2,TA,Attchd,1980.0,RFn,1.0,283.0,TA,TA,Y,340,0,0,0,0,0,None,MnPrv,None,0,7,2007,WD ,Normal,"(7298.458, 8298.201]",64.93913043478261,1307 INDIANA AVE,42.034904,-93.686745
528181080,1370,202500,120,RL,44.0,6442,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1346.0,1370.0,GasA,Ex,Y,SBrkr,1370,0,0,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,484.0,TA,TA,Y,120,49,0,0,0,0,None,None,None,0,10,2007,WD ,Normal,"(6298.715, 7298.458]",59.5875,2902 ROXBORO DR,42.0580676,-93.6496109
535106140,912,114500,20,RL,70.0,10150,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456.0,Unf,0.0,456.0,912.0,GasA,Ex,Y,FuseA,912,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,1958.0,RFn,1.0,275.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2007,COD,Normal,"(9297.944, 10297.687]",74.05555555555556,427 24TH ST,42.0459456,-93.6170905
533241010,1694,200000,60,FV,114.0,8314,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,569.0,569.0,GasA,Ex,Y,SBrkr,854,840,0,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,BuiltIn,1997.0,Unf,1.0,434.0,TA,TA,Y,0,382,0,0,110,0,None,GdPrv,None,0,11,2006,WD ,Normal,"(8298.201, 9297.944]",68.7248322147651,2506 SHERWOOD AVE,42.0464344,-93.643216
