PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,MoSold,YrSold,lot_bucket,mean_LotFrontage,Prop_Addr,lat,long,TotalPorchSF
903233050,1513,137500,70,RM,51.0,6120,Reg,BrkSide,1Fam,2Story,5,8,1920,2004,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,0.0,939.0,939.0,Ex,Y,SBrkr,939,574,0,0.0,0.0,1,1,4,TA,8,0,None,Detchd,1933.0,Unf,1.0,180.0,Fa,Fa,N,24,5,2007,"(5298.972, 6298.715]",54.06015037593985,1111 HARDING AVE,42.03258049999999,-93.621711,150
535378020,792,109500,30,RL,52.0,9022,Reg,OldTown,1Fam,1Story,5,8,1924,2006,VinylSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,768.0,768.0,Ex,Y,SBrkr,792,0,0,0.0,0.0,1,0,2,Gd,5,0,None,Detchd,1924.0,Unf,1.0,240.0,Fa,Fa,N,316,5,2009,"(8298.201, 9297.944]",68.7248322147651,1425 KELLOGG AVE,42.036688,-93.6142413,120
528250070,1948,211000,60,RL,63.0,7875,Reg,Gilbert,1Fam,2Story,7,5,2003,2003,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,847.0,847.0,Ex,Y,SBrkr,847,1101,0,0.0,0.0,2,1,4,Gd,8,1,Gd,BuiltIn,2003.0,Fin,2.0,434.0,TA,TA,Y,0,7,2007,"(7298.458, 8298.201]",64.93913043478261,3909 HYDE AVE,42.060344,-93.6405237,48
535353240,1527,152500,60,RL,78.0,11419,Reg,NAmes,1Fam,2Story,7,7,1948,1999,WdShing,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,699.0,0.0,0.0,699.0,Ex,Y,FuseA,801,726,0,1.0,0.0,1,1,3,TA,6,1,Gd,Attchd,1948.0,Unf,2.0,410.0,TA,TA,Y,0,12,2009,"(11297.43, 12297.173]",82.47651006711409,1432 GRAND AVE,42.0368527,-93.6200587,134
528240060,1419,184100,80,RL,64.9,7750,Reg,Gilbert,1Fam,SLvl,8,5,2002,2002,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,353.0,0.0,55.0,408.0,Ex,Y,SBrkr,779,640,0,1.0,0.0,2,1,3,Gd,7,1,TA,BuiltIn,2002.0,Fin,2.0,527.0,TA,TA,Y,120,3,2009,"(7298.458, 8298.201]",64.93913043478261,3911 WESTLAWN DR,42.060628,-93.64173300000002,0
903228040,1497,157000,50,RM,50.0,6000,Reg,BrkSide,1Fam,1.5Fin,6,7,1937,2000,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,201.0,162.0,462.0,825.0,Ex,Y,SBrkr,825,672,0,0.0,0.0,2,0,3,TA,5,0,None,Detchd,2004.0,Unf,1.0,672.0,TA,TA,Y,272,5,2008,"(5298.972, 6298.715]",54.06015037593985,1217 HARDING AVE,42.0339793,-93.6217605,0
533252130,1437,218000,20,RL,90.0,10768,IR1,Veenker,1Fam,1Story,5,8,1976,2004,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157.0,0.0,280.0,1437.0,TA,Y,SBrkr,1437,0,0,1.0,0.0,2,0,3,Gd,6,1,Fa,Attchd,1976.0,RFn,2.0,528.0,TA,TA,Y,0,7,2007,"(10297.687, 11297.43]",74.60964912280701,2802 TORREY PINES CIR,42.042789,-93.645902,201
535325290,1005,115000,20,RL,60.0,10434,Reg,NAmes,1Fam,1Story,4,5,1955,1955,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,0.0,1005.0,1005.0,TA,Y,SBrkr,1005,0,0,0.0,0.0,1,0,2,Fa,5,1,TA,Detchd,1977.0,Unf,2.0,672.0,Fa,Fa,Y,0,11,2009,"(10297.687, 11297.43]",74.60964912280701,1611 DOUGLAS AVE,42.0387849,-93.6126585,0
907401090,1668,232000,20,RL,48.0,10635,IR2,CollgCr,1Fam,1Story,8,5,2003,2003,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,Av,BLQ,370.0,972.0,315.0,1657.0,Ex,Y,SBrkr,1668,0,0,1.0,0.0,2,0,3,Gd,8,1,TA,Attchd,2003.0,Fin,2.0,502.0,TA,TA,Y,0,5,2010,"(10297.687, 11297.43]",74.60964912280701,5020 WALLER ST,42.014107,-93.6878586,262
908225290,1368,120000,20,RL,70.0,11767,Reg,Edwards,1Fam,1Story,5,5,1950,1950,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,1078.0,0.0,0.0,1078.0,TA,Y,FuseA,1368,0,0,1.0,0.0,1,0,3,TA,6,0,None,Attchd,1950.0,RFn,1.0,195.0,TA,TA,Y,0,6,2009,"(11297.43, 12297.173]",82.47651006711409,210 S FRANKLIN AVE,42.0205166,-93.6644232,252
905200290,1803,155000,20,RL,88.0,13125,Reg,Sawyer,1Fam,1Story,5,4,1957,2000,Wd Sdng,BrkCmn,67.0,TA,TA,CBlock,TA,TA,No,Rec,168.0,682.0,284.0,1134.0,Ex,Y,SBrkr,1803,0,0,1.0,0.0,2,0,3,TA,8,1,TA,Attchd,1957.0,RFn,2.0,484.0,TA,TA,Y,0,1,2006,"(12297.173, 13296.916]",82.49514563106796,1123 SCHOLL RD,42.0330683,-93.66577,0
535179120,922,116000,20,RL,72.0,9770,Reg,NAmes,1Fam,1Story,5,5,1957,1957,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,512.0,0.0,410.0,922.0,TA,Y,FuseA,922,0,0,1.0,0.0,1,0,2,TA,5,0,None,Attchd,1957.0,Unf,1.0,308.0,TA,TA,Y,0,4,2007,"(9297.944, 10297.687]",74.05555555555556,221 21ST ST,42.0431634,-93.6134499,34
905103030,1096,157500,80,RL,80.0,13014,Reg,Sawyer,1Fam,SLvl,6,5,1978,1978,HdBoard,BrkFace,39.0,TA,TA,CBlock,TA,TA,Av,ALQ,528.0,0.0,480.0,1008.0,TA,Y,SBrkr,1096,0,0,1.0,0.0,1,0,3,TA,6,1,Fa,Attchd,1978.0,Unf,2.0,484.0,TA,TA,Y,168,12,2008,"(12297.173, 13296.916]",82.49514563106796,3907 ROSS RD,42.0324726,-93.671732,0
907262060,2327,240000,60,RL,41.0,10905,IR2,CollgCr,1Fam,2Story,7,5,2003,2003,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1129.0,1129.0,Ex,Y,SBrkr,1129,1198,0,0.0,0.0,2,1,4,Gd,9,1,Gd,BuiltIn,2003.0,RFn,2.0,596.0,TA,TA,Y,0,8,2008,"(10297.687, 11297.43]",74.60964912280701,801 TENNYSON AVE,42.0163007,-93.688136,57
909254090,1426,189950,50,RL,55.0,7642,Reg,Crawfor,1Fam,1.5Fin,7,8,1918,1998,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,912.0,912.0,Gd,Y,SBrkr,912,514,0,0.0,0.0,1,1,3,Gd,7,1,Gd,Detchd,1925.0,Unf,1.0,216.0,TA,TA,Y,0,6,2007,"(7298.458, 8298.201]",64.93913043478261,619 ASH AVE,42.016293,-93.6447206,240
909175100,1694,136500,50,RL,60.0,8400,Reg,SWISU,1Fam,1.5Fin,6,5,1925,1950,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,423.0,0.0,758.0,1181.0,Fa,Y,SBrkr,1390,304,0,0.0,0.0,2,0,4,TA,7,1,Gd,Detchd,1925.0,Unf,2.0,576.0,TA,TA,Y,342,6,2008,"(8298.201, 9297.944]",68.7248322147651,517 HAYWARD AVE,42.0169682,-93.6520661,128
923276250,2432,159000,90,RL,70.0,7700,Reg,Mitchel,Duplex,2Story,5,2,1985,1986,HdBoard,None,0.0,TA,Po,PConc,TA,TA,No,Unf,0.0,0.0,1216.0,1216.0,Gd,Y,SBrkr,1216,1216,0,0.0,0.0,4,2,4,TA,10,0,None,Attchd,1985.0,Unf,2.0,616.0,TA,Fa,Y,200,2,2010,"(7298.458, 8298.201]",64.93913043478261,615 DULUTH ST 617,41.98766,-93.6030339,0
527401130,1792,133000,90,RL,60.0,9000,Reg,NAmes,Duplex,2Story,5,5,1974,1974,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Unf,0.0,0.0,896.0,896.0,TA,Y,SBrkr,896,896,0,0.0,0.0,2,2,4,TA,8,0,None,Detchd,1982.0,Unf,2.0,480.0,TA,TA,Y,0,6,2008,"(8298.201, 9297.944]",68.7248322147651,1116 TOP O HOLLOW RD,42.0563835,-93.6265496,45
534201040,1107,127000,20,RL,70.0,8050,Reg,NAmes,1Fam,1Story,5,6,1967,1993,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,474.0,38.0,437.0,949.0,TA,Y,SBrkr,1107,0,0,1.0,0.0,1,0,3,Gd,5,0,None,Attchd,1967.0,RFn,1.0,308.0,TA,TA,Y,88,3,2007,"(7298.458, 8298.201]",64.93913043478261,1404 28TH ST,42.0478429,-93.6292016,64
908127120,996,108000,30,RL,63.0,13907,Reg,Edwards,1Fam,1Story,5,6,1940,1969,WdShing,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,290.0,0.0,706.0,996.0,Ex,Y,SBrkr,996,0,0,1.0,0.0,1,0,3,TA,6,1,Gd,None,None,None,0.0,0.0,None,None,Y,144,7,2008,"(13296.916, 14296.659]",87.2,220 BEEDLE DR,42.0204582,-93.6729205,0
905105260,955,127000,20,RL,66.0,7742,Reg,Sawyer,1Fam,1Story,5,7,1966,1966,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763.0,0.0,192.0,955.0,Ex,Y,SBrkr,955,0,0,1.0,0.0,1,0,3,TA,6,0,None,Attchd,1966.0,Unf,1.0,386.0,TA,TA,Y,0,1,2007,"(7298.458, 8298.201]",64.93913043478261,932 YUMA AVE,42.0311853,-93.6769617,0
904351200,1369,103600,70,RH,54.0,6629,Reg,Edwards,1Fam,2Story,6,6,1925,1950,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,551.0,0.0,121.0,672.0,TA,N,SBrkr,697,672,0,1.0,0.0,2,0,3,TA,6,0,None,Detchd,1930.0,Unf,1.0,300.0,TA,TA,Y,147,7,2009,"(6298.715, 7298.458]",59.5875,2919 LINCOLN WAY,42.0229592,-93.6580859,0
902207110,840,64000,30,RM,48.0,5747,Reg,OldTown,1Fam,1Story,3,4,1920,1950,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,0.0,798.0,798.0,Gd,Y,SBrkr,840,0,0,0.0,0.0,1,0,2,Fa,5,0,None,Detchd,1938.0,Unf,1.0,250.0,TA,Fa,N,112,6,2006,"(5298.972, 6298.715]",54.06015037593985,1009 MAXWELL AVE,42.0317363,-93.6070794,0
902100110,2014,169000,70,RM,62.0,9856,Reg,OldTown,1Fam,2Story,5,8,1900,2005,CemntBd,None,0.0,Gd,Gd,PConc,Fa,TA,No,Unf,0.0,0.0,716.0,716.0,Ex,Y,FuseA,1007,1007,0,0.0,0.0,2,0,5,TA,8,0,None,Detchd,1900.0,Unf,2.0,624.0,TA,TA,Y,0,6,2006,"(9297.944, 10297.687]",74.05555555555556,1203 WILSON AVE,42.0334546,-93.6187922,239
902105010,1360,111000,70,RM,80.0,4800,Reg,OldTown,1Fam,2Story,5,5,1910,2003,AsbShng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,0.0,680.0,680.0,Fa,N,SBrkr,680,680,0,0.0,0.0,1,0,2,TA,6,0,None,Attchd,1910.0,Unf,1.0,330.0,Fa,TA,Y,192,1,2008,"(4299.229, 5298.972]",46.564516129032256,418 12TH ST,42.0330258,-93.6164574,50
909426060,2315,257000,60,RL,78.0,15600,Reg,Crawfor,1Fam,2Story,5,7,1950,1963,Wd Sdng,BrkFace,405.0,TA,Gd,CBlock,Gd,TA,No,GLQ,760.0,0.0,408.0,1168.0,Gd,Y,SBrkr,1278,1037,0,1.0,0.0,2,0,4,TA,9,3,Gd,Attchd,1950.0,Fin,1.0,342.0,TA,TA,Y,0,7,2006,"(15296.402, 16296.145]",84.5,2019 FRILEY RD,42.0150759,-93.6404445,192
534401140,1510,178900,20,RL,88.0,9680,Reg,NAmes,1Fam,1Story,5,6,1967,1967,Wd Sdng,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,BLQ,1010.0,0.0,500.0,1510.0,Ex,Y,SBrkr,1510,0,0,1.0,0.0,2,0,3,Gd,6,0,None,Attchd,1967.0,RFn,2.0,517.0,TA,TA,Y,0,4,2010,"(9297.944, 10297.687]",74.05555555555556,1403 COOLIDGE DR,42.0392624,-93.6281724,244
527377110,1877,178900,60,RL,80.0,8000,Reg,NWAmes,1Fam,2Story,6,6,1974,1974,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,931.0,153.0,0.0,1084.0,TA,Y,SBrkr,1084,793,0,1.0,0.0,2,1,4,TA,8,1,TA,Attchd,1974.0,Unf,2.0,488.0,TA,TA,Y,0,11,2007,"(7298.458, 8298.201]",64.93913043478261,1642 JOHNSON ST,42.0492515,-93.6329027,96
908102290,816,100000,20,RL,67.0,8877,Reg,Edwards,1Fam,1Story,4,6,1938,1958,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,690.0,0.0,126.0,816.0,Ex,Y,SBrkr,816,0,0,1.0,0.0,1,0,2,TA,3,1,Gd,Detchd,1958.0,Unf,1.0,288.0,Fa,Fa,Y,0,5,2009,"(8298.201, 9297.944]",68.7248322147651,207 ABRAHAM DR,42.020844,-93.6765655,0
907252120,1601,272000,20,RL,82.5,11423,Reg,CollgCr,1Fam,1Story,8,5,2001,2002,VinylSd,BrkFace,479.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1358.0,0.0,223.0,1581.0,Ex,Y,SBrkr,1601,0,0,1.0,0.0,2,0,3,Gd,6,1,TA,Attchd,2001.0,RFn,2.0,670.0,TA,TA,Y,180,5,2010,"(11297.43, 12297.173]",82.47651006711409,4831 HEMINGWAY DR,42.019012,-93.6855205,0
535451170,1040,90000,90,RL,60.0,7200,Reg,NAmes,Duplex,1Story,4,5,1949,1950,BrkFace,None,0.0,TA,TA,Slab,None,None,None,None,0.0,0.0,0.0,0.0,Fa,N,FuseF,1040,0,0,0.0,0.0,2,0,2,TA,6,0,None,Detchd,1956.0,Unf,2.0,420.0,TA,TA,Y,0,6,2009,"(6298.715, 7298.458]",59.5875,1410 CARROLL AVE 1412,42.0361666,-93.6087016,0
903425245,2019,167500,70,RL,60.0,11414,IR1,BrkSide,1Fam,2Story,7,8,1910,1993,HdBoard,None,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,0.0,0.0,728.0,728.0,TA,N,SBrkr,1136,883,0,0.0,0.0,1,0,3,Gd,8,0,None,Detchd,1997.0,Unf,2.0,532.0,TA,TA,Y,509,10,2009,"(11297.43, 12297.173]",82.47651006711409,600 RIDGEWOOD AVE,42.0269581,-93.6251247,135
902107050,936,140000,90,RM,60.0,7200,Reg,OldTown,Duplex,SFoyer,5,5,1980,1980,MetalSd,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,936.0,0.0,0.0,936.0,TA,Y,SBrkr,936,0,0,1.0,0.0,1,0,2,TA,4,0,None,Detchd,1980.0,Unf,2.0,672.0,TA,TA,Y,49,8,2007,"(6298.715, 7298.458]",59.5875,511 10TH ST 513,42.031501,-93.617648,0
531477020,841,82000,20,RH,60.0,8400,Reg,SawyerW,1Fam,1Story,4,4,1950,1950,Wd Sdng,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,0.0,721.0,721.0,Gd,Y,SBrkr,841,0,0,0.0,0.0,1,0,2,TA,4,0,None,CarPort,1950.0,Unf,1.0,294.0,TA,TA,N,250,9,2009,"(8298.201, 9297.944]",68.7248322147651,1515 NORTH DAKOTA AVE,42.0365249,-93.6791013,24
905104180,894,130000,20,RL,57.0,9764,IR1,Sawyer,1Fam,1Story,5,7,1967,2003,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,702.0,0.0,192.0,894.0,Ex,Y,SBrkr,894,0,0,1.0,0.0,1,0,3,Gd,5,0,None,Attchd,1967.0,RFn,2.0,450.0,TA,TA,Y,0,5,2008,"(9297.944, 10297.687]",74.05555555555556,903 YUMA AVE,42.030812,-93.6783682,0
909177120,1424,168000,30,RL,60.0,7290,Reg,SWISU,1Fam,1Story,7,8,1921,1950,WdShing,BrkFace,174.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,1228.0,1228.0,Ex,Y,SBrkr,1424,0,0,0.0,0.0,2,0,2,TA,7,1,Gd,Attchd,1921.0,Unf,1.0,312.0,TA,TA,Y,0,4,2008,"(6298.715, 7298.458]",59.5875,538 HAYWARD AVE,42.0162953,-93.6513533,90
528228375,1589,226500,120,RL,46.2,3621,Reg,Blmngtn,TwnhsE,1Story,8,5,2003,2003,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1084.0,0.0,322.0,1406.0,Ex,Y,SBrkr,1589,0,0,1.0,0.0,2,0,2,Gd,7,1,TA,Attchd,2003.0,Fin,3.0,630.0,TA,TA,Y,143,11,2007,"(3299.486, 4299.229]",46.15492957746479,2314 WESTWIND DR,42.062531,-93.6403629,20
906475170,1743,279000,20,RL,155.0,20064,IR1,ClearCr,1Fam,1Story,8,6,1976,1976,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,Gd,Gd,LwQ,51.0,915.0,0.0,966.0,Ex,Y,SBrkr,1743,0,0,2.0,0.0,0,1,0,Gd,5,2,Fa,Attchd,1976.0,Fin,2.0,529.0,TA,TA,Y,646,5,2007,"(19295.374, 20295.117]",110.5,4915 WESTBEND DR,42.0250926,-93.6838562,0
534451150,1306,76500,30,RL,55.0,5350,IR1,BrkSide,1Fam,1Story,3,2,1940,1966,Wd Sdng,None,0.0,TA,Po,CBlock,TA,TA,No,Unf,0.0,0.0,728.0,728.0,Ex,Y,SBrkr,1306,0,0,0.0,0.0,1,0,3,Fa,6,0,None,None,None,None,0.0,0.0,None,None,Y,263,5,2010,"(5298.972, 6298.715]",54.06015037593985,1422 SUMMIT AVE,42.0360588,-93.6293203,0
535375010,792,99900,20,RL,53.0,5470,Reg,OldTown,1Fam,1Story,3,5,1958,1958,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,0.0,792.0,792.0,Gd,Y,FuseA,792,0,0,0.0,0.0,1,0,2,TA,4,0,None,Attchd,1958.0,Unf,1.0,366.0,Fa,TA,Y,0,8,2009,"(5298.972, 6298.715]",54.06015037593985,316 16TH ST,42.0380861,-93.6146172,90
909455030,1034,185000,120,RM,35.0,3907,IR1,Blueste,TwnhsE,1Story,8,6,1989,1989,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,747.0,0.0,235.0,982.0,Gd,Y,SBrkr,1034,0,0,1.0,0.0,1,0,1,Gd,4,1,TA,Attchd,1989.0,Fin,2.0,598.0,TA,TA,Y,141,4,2010,"(3299.486, 4299.229]",46.15492957746479,1504 LITTLE BLUESTEM CT,42.0091279,-93.646132,36
528354050,2344,265000,60,RL,79.0,10208,IR1,NoRidge,1Fam,2Story,7,5,1996,1997,VinylSd,BrkFace,921.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1264.0,1264.0,Ex,Y,SBrkr,1277,1067,0,0.0,0.0,2,1,3,Gd,7,1,TA,Attchd,1996.0,RFn,3.0,889.0,TA,TA,Y,220,7,2009,"(9297.944, 10297.687]",74.05555555555556,3215 TUPELO CIR,42.052668,-93.655555,0
534455080,1433,161000,20,RL,80.0,9600,Reg,NAmes,1Fam,1Story,5,6,1961,1990,WdShing,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,915.0,0.0,336.0,1251.0,TA,Y,SBrkr,1433,0,0,1.0,0.0,1,0,3,TA,7,1,Gd,Attchd,1961.0,Unf,2.0,441.0,TA,TA,Y,144,6,2006,"(9297.944, 10297.687]",74.05555555555556,1304 16TH ST,42.0380626,-93.6270245,205
903201090,1060,136500,40,RL,55.0,6854,Reg,BrkSide,1Fam,1Story,5,7,1925,1994,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,LwQ,317.0,227.0,212.0,756.0,TA,N,FuseA,916,144,0,1.0,0.0,1,0,1,TA,6,1,Gd,Detchd,1969.0,Unf,1.0,308.0,Fa,TA,Y,0,8,2007,"(6298.715, 7298.458]",59.5875,1115 ORCHARD DR,42.0333137,-93.6281724,215
910226060,1638,139000,50,RM,75.0,9060,Reg,IDOTRR,1Fam,1.5Fin,6,5,1957,1957,MetalSd,BrkFace,327.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,0.0,967.0,967.0,Gd,Y,SBrkr,967,671,0,0.0,0.0,2,0,4,Gd,6,0,None,Detchd,1957.0,Unf,1.0,384.0,TA,TA,Y,0,4,2006,"(8298.201, 9297.944]",68.7248322147651,208 S MAPLE AVE,42.0212461,-93.6249268,21
910226060,1638,139000,50,RM,75.0,9060,Reg,IDOTRR,1Fam,1.5Fin,6,5,1957,1957,MetalSd,BrkFace,327.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,0.0,967.0,967.0,Gd,Y,SBrkr,967,671,0,0.0,0.0,2,0,4,Gd,6,0,None,Detchd,1957.0,Unf,1.0,384.0,TA,TA,Y,0,4,2006,"(8298.201, 9297.944]",68.7248322147651,208 S MAPLE AVE,42.0212461,-93.6249268,21
916125425,1786,228950,190,RL,408.7073073868149,164660,IR1,Timber,2fmCon,1.5Fin,5,6,1965,1965,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,1249.0,147.0,103.0,1499.0,Ex,Y,SBrkr,1619,167,0,2.0,0.0,2,0,3,TA,7,2,Gd,Attchd,1965.0,Fin,2.0,529.0,TA,TA,Y,670,8,2008,"(164258.107, 165257.85]",,3265 DARTMOOR RD,41.998964,-93.658466,0
534128210,2654,250000,60,RL,74.6,11029,IR1,NWAmes,1Fam,2Story,6,7,1968,1984,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,619.0,0.0,435.0,1054.0,TA,Y,SBrkr,1512,1142,0,1.0,0.0,2,1,4,Gd,9,1,Gd,Attchd,1968.0,Unf,2.0,619.0,TA,TA,Y,0,8,2006,"(10297.687, 11297.43]",74.60964912280701,2513 PIERCE AVE,42.04662039999999,-93.6330611,287
528328100,2599,333168,60,RL,108.0,14774,IR1,NoRidge,1Fam,2Story,9,5,1999,1999,VinylSd,BrkFace,165.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1393.0,1393.0,Ex,Y,SBrkr,1422,1177,0,0.0,0.0,2,1,4,Gd,10,1,TA,BuiltIn,1999.0,Fin,3.0,779.0,TA,TA,Y,668,5,2010,"(14296.659, 15296.402]",86.24324324324324,3403 HONEYSUCKLE RD,42.0546168,-93.6512741,30
903429010,1609,127500,50,RM,63.0,4347,Reg,OldTown,1Fam,1.5Fin,6,8,1910,1950,MetalSd,None,0.0,Gd,TA,BrkTil,Gd,Gd,No,Unf,0.0,0.0,796.0,796.0,Ex,Y,SBrkr,825,784,0,0.0,0.0,1,0,3,TA,7,0,None,Detchd,1910.0,Unf,1.0,228.0,Fa,Fa,N,0,6,2008,"(4299.229, 5298.972]",46.564516129032256,712 8TH ST,42.02863929999999,-93.6208106,182
531384030,1657,189000,60,RL,43.0,14565,IR2,SawyerW,1Fam,2Story,7,5,1994,1995,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Av,GLQ,537.0,0.0,295.0,832.0,Ex,Y,SBrkr,832,825,0,0.0,0.0,2,1,3,Gd,6,0,None,Attchd,1994.0,RFn,2.0,483.0,TA,TA,Y,144,11,2008,"(14296.659, 15296.402]",86.24324324324324,5234 TEXAS CIR,42.03492079999999,-93.6905931,74
528110020,2674,610000,20,RL,105.0,13693,Reg,NridgHt,1Fam,1Story,10,5,2007,2007,VinylSd,Stone,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2288.0,0.0,342.0,2630.0,Ex,Y,SBrkr,2674,0,0,2.0,0.0,2,1,2,Ex,8,2,Gd,Attchd,2007.0,Fin,3.0,762.0,TA,TA,Y,360,3,2009,"(13296.916, 14296.659]",87.2,3326 SEDWICK ST,42.0628278,-93.657769,50
532351050,984,128000,20,RL,70.0,9100,Reg,Sawyer,1Fam,1Story,5,5,1963,1963,Wd Sdng,None,0.0,TA,TA,PConc,TA,Gd,No,BLQ,53.0,799.0,132.0,984.0,TA,Y,SBrkr,984,0,0,1.0,0.0,1,0,3,TA,5,1,TA,Attchd,1963.0,RFn,1.0,384.0,TA,TA,Y,145,8,2008,"(8298.201, 9297.944]",68.7248322147651,4127 TORONTO ST,42.0362343,-93.6749014,56
527328010,1102,169000,85,RL,74.6,10464,IR1,NWAmes,1Fam,SFoyer,6,6,1980,1980,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,Av,GLQ,850.0,0.0,138.0,988.0,TA,Y,SBrkr,1102,0,0,1.0,0.0,1,0,2,TA,5,1,TA,Attchd,1980.0,RFn,2.0,582.0,TA,TA,Y,140,6,2006,"(10297.687, 11297.43]",74.60964912280701,1702 TOP O HOLLOW RD,42.0562692,-93.6330021,22
902201090,1174,135000,50,RM,120.0,9000,Reg,OldTown,1Fam,1.5Fin,5,8,1900,2006,Stucco,None,0.0,TA,TA,BrkTil,TA,Fa,No,BLQ,130.0,0.0,550.0,680.0,Ex,Y,SBrkr,680,494,0,0.0,0.0,1,0,2,Gd,6,1,Gd,Detchd,2000.0,Unf,2.0,576.0,TA,TA,Y,116,6,2007,"(8298.201, 9297.944]",68.7248322147651,207 E 12TH ST,42.0333934,-93.6086102,66
534127270,1416,179900,60,RL,90.0,11700,Reg,NWAmes,1Fam,2Story,6,6,1968,1968,HdBoard,BrkFace,420.0,TA,TA,CBlock,TA,TA,No,ALQ,404.0,0.0,304.0,708.0,Gd,Y,SBrkr,708,708,0,0.0,0.0,2,1,3,TA,7,1,TA,Attchd,1968.0,RFn,2.0,776.0,TA,TA,Y,0,5,2006,"(11297.43, 12297.173]",82.47651006711409,2718 EISENHOWER AVE,42.0491515,-93.6360697,288
531379050,2122,220000,60,RL,43.0,11492,IR1,SawyerW,1Fam,2Story,7,5,1996,1997,VinylSd,BrkFace,132.0,Gd,TA,PConc,Gd,TA,No,GLQ,637.0,0.0,276.0,913.0,Ex,Y,SBrkr,913,1209,0,1.0,0.0,2,1,4,Gd,8,1,TA,Attchd,1997.0,RFn,2.0,559.0,TA,TA,Y,0,4,2009,"(11297.43, 12297.173]",82.47651006711409,5229 NEVADA CIR,42.0370999,-93.6902828,74
